34 37 15 17 005599ff map1.txt
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,3,3,3,1,1,1,1,3,1
1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,3,3,3,3,3,3,1,1,1,3,3,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,2,2,2,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,2,2,2,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1
1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1
1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1
1,3,3,3,3,3,3,1,1,3,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1
1,3,1,1,1,1,3,1,1,3,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,3,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,3,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,1,3,1,1,1,1,3,1
1,3,3,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,3,3,1
1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
